trans_date,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d,anomaly_label
2014-05-04,71,WITHDRAWAL,9300.0,9300.0,1.0,0
2014-06-03,71,WITHDRAWAL,15200.0,15200.0,1.0,0
2014-07-03,71,WITHDRAWAL,25800.0,25800.0,1.0,0
2014-07-09,71,WITHDRAWAL,1011.0,1011.0,1.0,0
2014-07-31,71,WITHDRAWAL,14.6,14.6,1.0,0
2014-08-02,71,WITHDRAWAL,22600.0,22614.6,2.0,0
2014-08-06,71,WITHDRAWAL,968.0,23568.0,2.0,0
2014-08-07,71,WITHDRAWAL,1602.0,2570.0,2.0,0
2014-08-07,71,WITHDRAWAL,778.0,3348.0,3.0,0
2014-08-09,71,WITHDRAWAL,1011.0,4359.0,4.0,0
2014-08-31,71,WITHDRAWAL,14.6,14.6,1.0,0
2014-09-01,71,WITHDRAWAL,20000.0,20014.6,2.0,0
2014-09-06,71,WITHDRAWAL,968.0,968.0,1.0,0
2014-09-07,71,WITHDRAWAL,1602.0,2570.0,2.0,0
2014-09-07,71,WITHDRAWAL,778.0,3348.0,3.0,0
2014-09-09,71,WITHDRAWAL,1011.0,4359.0,4.0,0
2014-09-21,71,WITHDRAWAL,5040.0,5040.0,1.0,0
2014-09-30,71,WITHDRAWAL,14.6,14.6,1.0,0
2014-10-01,71,WITHDRAWAL,17500.0,17514.6,2.0,0
2014-10-06,71,WITHDRAWAL,968.0,968.0,1.0,0
2014-10-07,71,WITHDRAWAL,1602.0,2570.0,2.0,0
2014-10-07,71,WITHDRAWAL,778.0,3348.0,3.0,0
2014-10-09,71,WITHDRAWAL,1011.0,4359.0,4.0,0
2014-10-19,71,WITHDRAWAL,1920.0,1920.0,1.0,0
2014-10-31,71,WITHDRAWAL,14.6,14.6,1.0,0
2014-10-31,71,WITHDRAWAL,13500.0,13514.6,2.0,0
2014-11-06,71,WITHDRAWAL,968.0,968.0,1.0,0
2014-11-07,71,WITHDRAWAL,1602.0,2570.0,2.0,0
2014-11-07,71,WITHDRAWAL,778.0,3348.0,3.0,0
2014-11-09,71,WITHDRAWAL,1011.0,4359.0,4.0,0
2014-11-30,71,WITHDRAWAL,14.6,14.6,1.0,0
2014-11-30,71,WITHDRAWAL,16700.0,16714.6,2.0,0
2014-12-06,71,WITHDRAWAL,968.0,968.0,1.0,0
2014-12-07,71,WITHDRAWAL,1602.0,2570.0,2.0,0
2014-12-07,71,WITHDRAWAL,778.0,3348.0,3.0,0
2014-12-09,71,WITHDRAWAL,1011.0,4359.0,4.0,0
2014-12-09,71,WITHDRAWAL,1920.0,6279.0,5.0,0
2014-12-29,71,WITHDRAWAL,4080.0,4080.0,1.0,0
2014-12-30,71,WITHDRAWAL,19400.0,23480.0,2.0,0
2014-12-31,71,WITHDRAWAL,14.6,23494.6,3.0,0
2015-01-01,71,WITHDRAWAL,7680.0,31174.6,4.0,0
2015-01-02,71,WITHDRAWAL,1440.0,32614.6,5.0,1
2015-01-04,71,WITHDRAWAL,720.0,9854.6,4.0,0
2015-01-05,71,WITHDRAWAL,2520.0,12360.0,4.0,0
2015-01-06,71,WITHDRAWAL,968.0,5648.0,4.0,0
2015-01-07,71,WITHDRAWAL,1602.0,5810.0,4.0,0
2015-01-07,71,WITHDRAWAL,778.0,6588.0,5.0,0
2015-01-09,71,WITHDRAWAL,1011.0,6879.0,5.0,0
2015-01-09,71,WITHDRAWAL,2280.0,9159.0,6.0,0
2015-01-15,71,WITHDRAWAL,2400.0,2400.0,1.0,0
2015-01-22,71,WITHDRAWAL,1560.0,1560.0,1.0,0
2015-01-25,71,WITHDRAWAL,5520.0,7080.0,2.0,0
2015-01-29,71,WITHDRAWAL,8700.0,14220.0,2.0,0
2015-01-31,71,WITHDRAWAL,14.6,8714.6,2.0,0
2015-02-06,71,WITHDRAWAL,968.0,968.0,1.0,0
2015-02-07,71,WITHDRAWAL,1602.0,2570.0,2.0,0
2015-02-07,71,WITHDRAWAL,778.0,3348.0,3.0,0
2015-02-09,71,WITHDRAWAL,1011.0,4359.0,4.0,0
2015-02-28,71,WITHDRAWAL,14.6,14.6,1.0,0
