trans_date,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d,anomaly_label
2016-09-06,25,WITHDRAWAL,36000.0,36000.0,1.0,0
2016-09-26,25,WITHDRAWAL,33600.0,33600.0,1.0,0
2016-10-06,25,WITHDRAWAL,1110.0,1110.0,1.0,0
2016-10-07,25,WITHDRAWAL,2400.0,3510.0,2.0,0
2016-10-08,25,WITHDRAWAL,164.0,3674.0,3.0,0
2016-10-10,25,WITHDRAWAL,6817.0,10491.0,4.0,0
2016-10-26,25,WITHDRAWAL,23800.0,23800.0,1.0,0
2016-10-31,25,WITHDRAWAL,14.6,14.6,1.0,0
2016-11-06,25,WITHDRAWAL,1110.0,1110.0,1.0,0
2016-11-06,25,WITHDRAWAL,50300.0,51410.0,2.0,0
2016-11-07,25,WITHDRAWAL,46900.0,98310.0,3.0,0
2016-11-08,25,WITHDRAWAL,164.0,98474.0,4.0,0
2016-11-10,25,WITHDRAWAL,6817.0,105291.0,5.0,1
2016-11-11,25,WITHDRAWAL,1500.0,55381.0,4.0,0
2016-11-15,25,WITHDRAWAL,62800.0,64300.0,2.0,0
2016-11-25,25,WITHDRAWAL,6800.0,6800.0,1.0,0
2016-11-30,25,WITHDRAWAL,14.6,14.6,1.0,0
2016-12-06,25,WITHDRAWAL,1110.0,1110.0,1.0,0
2016-12-08,25,WITHDRAWAL,164.0,1274.0,2.0,0
2016-12-09,25,WITHDRAWAL,62900.0,64174.0,3.0,0
2016-12-10,25,WITHDRAWAL,6817.0,70991.0,4.0,0
2016-12-20,25,WITHDRAWAL,1900.0,1900.0,1.0,0
2016-12-25,25,WITHDRAWAL,36300.0,36300.0,1.0,0
2016-12-27,25,WITHDRAWAL,2400.0,38700.0,2.0,0
2016-12-31,25,WITHDRAWAL,14.6,2414.6,2.0,0
2017-01-01,25,WITHDRAWAL,3300.0,3314.6,2.0,0
2017-01-06,25,WITHDRAWAL,1110.0,1110.0,1.0,0
2017-01-08,25,WITHDRAWAL,164.0,1274.0,2.0,0
2017-01-10,25,WITHDRAWAL,6817.0,8091.0,3.0,0
2017-01-17,25,WITHDRAWAL,3000.0,3000.0,1.0,0
2017-01-19,25,WITHDRAWAL,7800.0,10800.0,2.0,0
2017-01-19,25,WITHDRAWAL,7500.0,18300.0,3.0,0
2017-01-19,25,WITHDRAWAL,8400.0,26700.0,4.0,0
2017-01-21,25,WITHDRAWAL,8700.0,35400.0,5.0,0
2017-01-22,25,WITHDRAWAL,2000.0,34400.0,5.0,0
2017-01-24,25,WITHDRAWAL,11000.0,21700.0,3.0,0
2017-01-29,25,WITHDRAWAL,7800.0,7800.0,1.0,0
2017-01-31,25,WITHDRAWAL,14.6,7814.6,2.0,0
2017-02-03,25,WITHDRAWAL,2200.0,2214.6,2.0,0
2017-02-06,25,WITHDRAWAL,1110.0,3310.0,2.0,0
2017-02-08,25,WITHDRAWAL,164.0,1274.0,2.0,0
2017-02-10,25,WITHDRAWAL,6817.0,8091.0,3.0,0
2017-02-23,25,WITHDRAWAL,12300.0,12300.0,1.0,0
2017-02-28,25,WITHDRAWAL,14.6,14.6,1.0,0
2017-03-06,25,WITHDRAWAL,1110.0,1110.0,1.0,0
2017-03-08,25,WITHDRAWAL,164.0,1274.0,2.0,0
2017-03-10,25,WITHDRAWAL,6817.0,8091.0,3.0,0
2017-03-25,25,WITHDRAWAL,3200.0,3200.0,1.0,0
2017-03-25,25,WITHDRAWAL,1600.0,4800.0,2.0,0
2017-03-31,25,WITHDRAWAL,2900.0,2900.0,1.0,0
2017-03-31,25,WITHDRAWAL,14.6,2914.6,2.0,0
2017-04-06,25,WITHDRAWAL,1110.0,1110.0,1.0,0
2017-04-07,25,WITHDRAWAL,27200.0,28310.0,2.0,0
2017-04-08,25,WITHDRAWAL,164.0,28474.0,3.0,0
2017-04-10,25,WITHDRAWAL,6817.0,35291.0,4.0,0
