trans_date,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d,anomaly_label
2017-10-31,5,WITHDRAWAL,14.6,14.6,1.0,0
2017-11-08,5,WITHDRAWAL,2668.0,2668.0,1.0,0
2017-11-30,5,WITHDRAWAL,14.6,14.6,1.0,0
2017-12-05,5,WITHDRAWAL,1250.0,1250.0,1.0,0
2017-12-08,5,WITHDRAWAL,2668.0,3918.0,2.0,0
2017-12-24,5,WITHDRAWAL,1760.0,1760.0,1.0,0
2017-12-31,5,WITHDRAWAL,14.6,14.6,1.0,0
2018-01-07,5,WITHDRAWAL,2080.0,2080.0,1.0,0
2018-01-07,5,WITHDRAWAL,1280.0,3360.0,2.0,0
2018-01-08,5,WITHDRAWAL,2668.0,6028.0,3.0,0
2018-01-11,5,WITHDRAWAL,800.0,6828.0,4.0,0
2018-01-20,5,WITHDRAWAL,2240.0,2240.0,1.0,0
2018-01-22,5,WITHDRAWAL,720.0,2960.0,2.0,0
2018-01-27,5,WITHDRAWAL,800.0,800.0,1.0,0
2018-01-31,5,WITHDRAWAL,14.6,814.6,2.0,0
2018-02-08,5,WITHDRAWAL,2668.0,2668.0,1.0,0
2018-02-28,5,WITHDRAWAL,14.6,14.6,1.0,0
2018-03-08,5,WITHDRAWAL,2668.0,2668.0,1.0,0
2018-03-26,5,WITHDRAWAL,800.0,800.0,1.0,0
2018-03-31,5,WITHDRAWAL,14.6,14.6,1.0,0
2018-04-08,5,WITHDRAWAL,2668.0,2668.0,1.0,0
2018-04-25,5,WITHDRAWAL,2200.0,2200.0,1.0,0
2018-04-30,5,WITHDRAWAL,14.6,14.6,1.0,0
2018-05-08,5,WITHDRAWAL,2668.0,2668.0,1.0,0
2018-05-25,5,WITHDRAWAL,2400.0,2400.0,1.0,0
2018-05-31,5,WITHDRAWAL,14.6,14.6,1.0,0
2018-06-08,5,WITHDRAWAL,2668.0,2668.0,1.0,0
2018-06-24,5,WITHDRAWAL,800.0,800.0,1.0,0
2018-06-30,5,WITHDRAWAL,14.6,14.6,1.0,0
2018-07-08,5,WITHDRAWAL,2668.0,2668.0,1.0,0
2018-07-24,5,WITHDRAWAL,4100.0,4100.0,1.0,0
2018-07-31,5,WITHDRAWAL,14.6,14.6,1.0,0
2018-08-08,5,WITHDRAWAL,2668.0,2668.0,1.0,0
2018-08-23,5,WITHDRAWAL,5100.0,5100.0,1.0,0
2018-08-31,5,WITHDRAWAL,14.6,14.6,1.0,0
2018-09-08,5,WITHDRAWAL,2668.0,2668.0,1.0,0
2018-09-17,5,WITHDRAWAL,1040.0,1040.0,1.0,0
2018-09-22,5,WITHDRAWAL,300.0,300.0,1.0,0
2018-09-30,5,WITHDRAWAL,14.6,14.6,1.0,0
2018-10-08,5,WITHDRAWAL,2668.0,2668.0,1.0,0
2018-10-31,5,WITHDRAWAL,14.6,14.6,1.0,0
2018-11-08,5,WITHDRAWAL,2668.0,2668.0,1.0,0
2018-11-21,5,WITHDRAWAL,100.0,100.0,1.0,0
2018-11-30,5,WITHDRAWAL,14.6,14.6,1.0,0
2018-12-08,5,WITHDRAWAL,2668.0,2668.0,1.0,0
2018-12-15,5,WITHDRAWAL,1600.0,1600.0,1.0,0
2018-12-18,5,WITHDRAWAL,1520.0,3120.0,2.0,0
2018-12-21,5,WITHDRAWAL,100.0,1620.0,2.0,0
2018-12-25,5,WITHDRAWAL,850.0,950.0,2.0,0
2017-07-14,12,WITHDRAWAL,1100.0,1100.0,1.0,0
2017-08-13,12,WITHDRAWAL,3200.0,3200.0,1.0,0
2017-09-12,12,WITHDRAWAL,1000.0,1000.0,1.0,0
2017-09-30,12,WITHDRAWAL,14.6,14.6,1.0,0
2017-10-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2017-10-12,12,WITHDRAWAL,297.0,297.0,1.0,0
2017-10-18,12,WITHDRAWAL,480.0,480.0,1.0,0
2017-10-23,12,WITHDRAWAL,1200.0,1200.0,1.0,0
2017-10-31,12,WITHDRAWAL,14.6,14.6,1.0,0
2017-11-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2017-11-12,12,WITHDRAWAL,297.0,297.0,1.0,0
2017-11-30,12,WITHDRAWAL,14.6,14.6,1.0,0
2017-12-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2017-12-11,12,WITHDRAWAL,2200.0,2200.0,1.0,0
2017-12-12,12,WITHDRAWAL,297.0,2497.0,2.0,0
2017-12-13,12,WITHDRAWAL,1680.0,4177.0,3.0,0
2017-12-22,12,WITHDRAWAL,1200.0,1200.0,1.0,0
2017-12-24,12,WITHDRAWAL,560.0,1760.0,2.0,0
2017-12-31,12,WITHDRAWAL,14.6,14.6,1.0,0
2018-01-01,12,WITHDRAWAL,2050.0,2064.6,2.0,0
2018-01-04,12,WITHDRAWAL,400.0,2464.6,3.0,0
2018-01-05,12,WITHDRAWAL,3295.0,5745.0,3.0,0
2018-01-10,12,WITHDRAWAL,560.0,560.0,1.0,0
2018-01-10,12,WITHDRAWAL,1500.0,2060.0,2.0,0
2018-01-12,12,WITHDRAWAL,297.0,2357.0,3.0,0
2018-01-15,12,WITHDRAWAL,1360.0,1657.0,2.0,0
2018-01-22,12,WITHDRAWAL,2320.0,2320.0,1.0,0
2018-01-23,12,WITHDRAWAL,640.0,2960.0,2.0,0
2018-01-24,12,WITHDRAWAL,1760.0,4720.0,3.0,0
2018-01-31,12,WITHDRAWAL,14.6,14.6,1.0,0
2018-02-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2018-02-06,12,WITHDRAWAL,1520.0,4815.0,2.0,0
2018-02-12,12,WITHDRAWAL,297.0,297.0,1.0,0
2018-02-19,12,WITHDRAWAL,2400.0,2400.0,1.0,0
2018-02-28,12,WITHDRAWAL,14.6,14.6,1.0,0
2018-03-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2018-03-12,12,WITHDRAWAL,297.0,297.0,1.0,0
2018-03-31,12,WITHDRAWAL,14.6,14.6,1.0,0
2018-04-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2018-04-12,12,WITHDRAWAL,297.0,297.0,1.0,0
2018-04-30,12,WITHDRAWAL,14.6,14.6,1.0,0
2018-05-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2018-05-12,12,WITHDRAWAL,297.0,297.0,1.0,0
2018-05-31,12,WITHDRAWAL,14.6,14.6,1.0,0
2018-06-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2018-06-12,12,WITHDRAWAL,297.0,297.0,1.0,0
2018-06-22,12,WITHDRAWAL,11000.0,11000.0,1.0,0
2018-06-30,12,WITHDRAWAL,14.6,14.6,1.0,0
2018-07-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2018-07-12,12,WITHDRAWAL,297.0,297.0,1.0,0
2018-07-31,12,WITHDRAWAL,14.6,14.6,1.0,0
2018-08-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2018-08-12,12,WITHDRAWAL,297.0,297.0,1.0,0
2018-08-31,12,WITHDRAWAL,14.6,14.6,1.0,0
2018-09-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2018-09-12,12,WITHDRAWAL,297.0,297.0,1.0,0
2018-09-30,12,WITHDRAWAL,14.6,14.6,1.0,0
2018-10-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2018-10-07,12,WITHDRAWAL,1840.0,5135.0,2.0,0
2018-10-12,12,WITHDRAWAL,297.0,297.0,1.0,0
2018-10-31,12,WITHDRAWAL,14.6,14.6,1.0,0
2018-11-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2018-11-12,12,WITHDRAWAL,297.0,297.0,1.0,0
2018-11-30,12,WITHDRAWAL,14.6,14.6,1.0,0
2018-12-05,12,WITHDRAWAL,3295.0,3295.0,1.0,0
2018-12-10,12,WITHDRAWAL,1250.0,1250.0,1.0,0
2018-12-12,12,WITHDRAWAL,297.0,1547.0,2.0,0
2017-11-15,13,WITHDRAWAL,1100.0,1100.0,1.0,0
2017-12-15,13,WITHDRAWAL,4300.0,4300.0,1.0,0
2018-01-14,13,WITHDRAWAL,6800.0,6800.0,1.0,0
2018-01-17,13,WITHDRAWAL,800.0,7600.0,2.0,0
2018-01-18,13,WITHDRAWAL,2320.0,9920.0,3.0,0
2018-01-20,13,WITHDRAWAL,1500.0,4620.0,3.0,0
2018-01-20,13,WITHDRAWAL,480.0,5100.0,4.0,0
2018-01-28,13,WITHDRAWAL,2160.0,2160.0,1.0,0
2018-01-29,13,WITHDRAWAL,1920.0,4080.0,2.0,0
2018-01-31,13,WITHDRAWAL,14.6,4094.6,3.0,0
2018-02-07,13,WITHDRAWAL,2444.0,2444.0,1.0,0
2018-02-13,13,WITHDRAWAL,1700.0,1700.0,1.0,0
2018-02-28,13,WITHDRAWAL,14.6,14.6,1.0,0
2018-03-07,13,WITHDRAWAL,2444.0,2444.0,1.0,0
2018-03-15,13,WITHDRAWAL,4000.0,4000.0,1.0,0
2018-03-31,13,WITHDRAWAL,14.6,14.6,1.0,0
2018-04-07,13,WITHDRAWAL,2444.0,2444.0,1.0,0
2018-04-08,13,WITHDRAWAL,400.0,2844.0,2.0,0
2018-04-14,13,WITHDRAWAL,7500.0,7500.0,1.0,0
2018-04-30,13,WITHDRAWAL,14.6,14.6,1.0,0
2018-05-07,13,WITHDRAWAL,2444.0,2444.0,1.0,0
2018-05-14,13,WITHDRAWAL,6800.0,6800.0,1.0,0
2018-05-31,13,WITHDRAWAL,14.6,14.6,1.0,0
2018-06-07,13,WITHDRAWAL,2444.0,2444.0,1.0,0
2018-06-13,13,WITHDRAWAL,1100.0,1100.0,1.0,0
2018-06-30,13,WITHDRAWAL,14.6,14.6,1.0,0
2018-07-07,13,WITHDRAWAL,2444.0,2444.0,1.0,0
2018-07-13,13,WITHDRAWAL,5200.0,5200.0,1.0,0
2018-07-28,13,WITHDRAWAL,720.0,720.0,1.0,0
2018-07-31,13,WITHDRAWAL,14.6,734.6,2.0,0
2018-08-07,13,WITHDRAWAL,2444.0,2444.0,1.0,0
2018-08-12,13,WITHDRAWAL,5800.0,5800.0,1.0,0
2018-08-31,13,WITHDRAWAL,14.6,14.6,1.0,0
2018-09-07,13,WITHDRAWAL,2444.0,2444.0,1.0,0
2018-09-11,13,WITHDRAWAL,4300.0,6744.0,2.0,0
2018-09-30,13,WITHDRAWAL,14.6,14.6,1.0,0
