trans_date,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d,anomaly_label
2014-05-27,31,WITHDRAWAL,21500.0,21500.0,1.0,0
2014-06-26,31,WITHDRAWAL,35100.0,35100.0,1.0,0
2014-06-30,31,WITHDRAWAL,14.6,35114.6,2.0,0
2014-07-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2014-07-26,31,WITHDRAWAL,33000.0,33000.0,1.0,0
2014-07-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2014-08-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2014-08-23,31,WITHDRAWAL,18200.0,18200.0,1.0,0
2014-08-25,31,WITHDRAWAL,37100.0,55300.0,2.0,0
2014-08-25,31,WITHDRAWAL,33900.0,89200.0,3.0,0
2014-08-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2014-09-02,31,WITHDRAWAL,44500.0,44514.6,2.0,0
2014-09-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2014-09-24,31,WITHDRAWAL,17300.0,17300.0,1.0,0
2014-09-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2014-10-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2014-10-24,31,WITHDRAWAL,12700.0,12700.0,1.0,0
2014-10-27,31,WITHDRAWAL,6900.0,19600.0,2.0,0
2014-10-31,31,WITHDRAWAL,14.6,6914.6,2.0,0
2014-11-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2014-11-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2014-12-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2014-12-23,31,WITHDRAWAL,25400.0,25400.0,1.0,0
2014-12-30,31,WITHDRAWAL,6600.0,6600.0,1.0,0
2014-12-31,31,WITHDRAWAL,14.6,6614.6,2.0,0
2015-01-08,31,WITHDRAWAL,61700.0,61700.0,1.0,0
2015-01-12,31,WITHDRAWAL,10202.0,71902.0,2.0,0
2015-01-12,31,WITHDRAWAL,17600.0,89502.0,3.0,0
2015-01-14,31,WITHDRAWAL,23800.0,51602.0,3.0,0
2015-01-22,31,WITHDRAWAL,21900.0,21900.0,1.0,0
2015-01-22,31,WITHDRAWAL,33100.0,55000.0,2.0,0
2015-01-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2015-02-01,31,WITHDRAWAL,11400.0,11414.6,2.0,0
2015-02-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2015-02-17,31,WITHDRAWAL,12900.0,12900.0,1.0,0
2015-02-28,31,WITHDRAWAL,14.6,14.6,1.0,0
2015-03-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2015-03-23,31,WITHDRAWAL,22100.0,22100.0,1.0,0
2015-03-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2015-04-06,31,WITHDRAWAL,3300.0,3300.0,1.0,0
2015-04-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2015-04-14,31,WITHDRAWAL,24700.0,34902.0,2.0,0
2015-04-17,31,WITHDRAWAL,29900.0,54600.0,2.0,0
2015-04-22,31,WITHDRAWAL,33300.0,33300.0,1.0,0
2015-04-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2015-05-02,31,WITHDRAWAL,7500.0,7514.6,2.0,0
2015-05-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2015-05-13,31,WITHDRAWAL,34200.0,44402.0,2.0,0
2015-05-22,31,WITHDRAWAL,26300.0,26300.0,1.0,0
2015-05-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2015-06-07,31,WITHDRAWAL,18200.0,18200.0,1.0,0
2015-06-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2015-06-18,31,WITHDRAWAL,33800.0,33800.0,1.0,0
2015-06-21,31,WITHDRAWAL,30800.0,64600.0,2.0,0
2015-06-26,31,WITHDRAWAL,12300.0,12300.0,1.0,0
2015-06-30,31,WITHDRAWAL,14.6,12314.6,2.0,0
2015-07-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2015-07-21,31,WITHDRAWAL,28600.0,28600.0,1.0,0
2015-07-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2015-08-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2015-08-20,31,WITHDRAWAL,22300.0,22300.0,1.0,0
2015-08-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2015-09-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2015-09-19,31,WITHDRAWAL,4800.0,4800.0,1.0,0
2015-09-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2015-10-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2015-10-19,31,WITHDRAWAL,19600.0,19600.0,1.0,0
2015-10-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2015-11-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2015-11-18,31,WITHDRAWAL,18500.0,18500.0,1.0,0
2015-11-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2015-12-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2015-12-18,31,WITHDRAWAL,31800.0,31800.0,1.0,0
2015-12-22,31,WITHDRAWAL,8100.0,39900.0,2.0,0
2015-12-23,31,WITHDRAWAL,42500.0,50600.0,2.0,0
2015-12-25,31,WITHDRAWAL,11100.0,61700.0,3.0,0
2015-12-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2016-01-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2016-01-17,31,WITHDRAWAL,17400.0,17400.0,1.0,0
2016-01-28,31,WITHDRAWAL,10200.0,10200.0,1.0,0
2016-01-31,31,WITHDRAWAL,14.6,10214.6,2.0,0
2016-02-07,31,WITHDRAWAL,49400.0,49400.0,1.0,0
2016-02-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2016-02-16,31,WITHDRAWAL,22900.0,33102.0,2.0,0
2016-02-29,31,WITHDRAWAL,14.6,14.6,1.0,0
2016-03-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2016-03-12,31,WITHDRAWAL,8100.0,18302.0,2.0,0
2016-03-17,31,WITHDRAWAL,26400.0,26400.0,1.0,0
2016-03-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2016-04-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2016-04-16,31,WITHDRAWAL,31600.0,41802.0,2.0,0
2016-04-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2016-05-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2016-05-16,31,WITHDRAWAL,40200.0,50402.0,2.0,0
2016-05-18,31,WITHDRAWAL,5100.0,45300.0,2.0,0
2016-05-28,31,WITHDRAWAL,5700.0,5700.0,1.0,0
2016-05-31,31,WITHDRAWAL,14.6,5714.6,2.0,0
2016-06-10,31,WITHDRAWAL,7500.0,7500.0,1.0,0
2016-06-12,31,WITHDRAWAL,10202.0,17702.0,2.0,0
2016-06-13,31,WITHDRAWAL,3300.0,21002.0,3.0,0
2016-06-15,31,WITHDRAWAL,11200.0,24702.0,3.0,0
2016-06-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2016-07-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2016-07-15,31,WITHDRAWAL,5500.0,15702.0,2.0,0
2016-07-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2016-08-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2016-08-14,31,WITHDRAWAL,19000.0,29202.0,2.0,0
2016-08-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2016-09-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2016-09-13,31,WITHDRAWAL,11300.0,21502.0,2.0,0
2016-09-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2016-10-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2016-10-13,31,WITHDRAWAL,23500.0,33702.0,2.0,0
2016-10-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2016-11-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2016-11-12,31,WITHDRAWAL,37400.0,47602.0,2.0,0
2016-11-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2016-12-06,31,WITHDRAWAL,8100.0,8100.0,1.0,0
2016-12-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2016-12-12,31,WITHDRAWAL,17700.0,27902.0,2.0,0
2016-12-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2017-01-11,31,WITHDRAWAL,10000.0,10000.0,1.0,0
2017-01-12,31,WITHDRAWAL,10202.0,20202.0,2.0,0
2017-01-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2017-02-10,31,WITHDRAWAL,2200.0,2200.0,1.0,0
2017-02-12,31,WITHDRAWAL,10202.0,12402.0,2.0,0
2017-02-28,31,WITHDRAWAL,14.6,14.6,1.0,0
2017-03-04,31,WITHDRAWAL,43100.0,43114.6,2.0,0
2017-03-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2017-03-12,31,WITHDRAWAL,32400.0,42602.0,2.0,0
2017-03-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2017-04-11,31,WITHDRAWAL,17000.0,17000.0,1.0,0
2017-04-12,31,WITHDRAWAL,10202.0,27202.0,2.0,0
2017-04-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2017-05-11,31,WITHDRAWAL,18400.0,18400.0,1.0,0
2017-05-12,31,WITHDRAWAL,10202.0,28602.0,2.0,0
2017-05-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2017-05-31,31,WITHDRAWAL,30400.0,30414.6,2.0,0
2017-06-10,31,WITHDRAWAL,42200.0,42200.0,1.0,0
2017-06-12,31,WITHDRAWAL,10202.0,52402.0,2.0,0
2017-06-28,31,WITHDRAWAL,12600.0,12600.0,1.0,0
2017-06-30,31,WITHDRAWAL,14.6,12614.6,2.0,0
2017-07-02,31,WITHDRAWAL,36200.0,48814.6,3.0,0
2017-07-10,31,WITHDRAWAL,35300.0,35300.0,1.0,0
2017-07-12,31,WITHDRAWAL,10202.0,45502.0,2.0,0
2017-07-24,31,WITHDRAWAL,12300.0,12300.0,1.0,0
2017-07-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2017-08-09,31,WITHDRAWAL,21700.0,21700.0,1.0,0
2017-08-12,31,WITHDRAWAL,10202.0,31902.0,2.0,0
2017-08-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2017-09-08,31,WITHDRAWAL,26800.0,26800.0,1.0,0
2017-09-12,31,WITHDRAWAL,10202.0,37002.0,2.0,0
2017-09-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2017-10-02,31,WITHDRAWAL,5400.0,5414.6,2.0,0
2017-10-08,31,WITHDRAWAL,40800.0,40800.0,1.0,0
2017-10-12,31,WITHDRAWAL,10202.0,51002.0,2.0,0
2017-10-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2017-11-07,31,WITHDRAWAL,29900.0,29900.0,1.0,0
2017-11-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2017-11-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2017-12-07,31,WITHDRAWAL,31000.0,31000.0,1.0,0
2017-12-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2017-12-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2018-01-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2018-01-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2018-02-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2018-02-28,31,WITHDRAWAL,14.6,14.6,1.0,0
2018-02-28,31,WITHDRAWAL,35500.0,35514.6,2.0,0
2018-03-07,31,WITHDRAWAL,46500.0,46500.0,1.0,0
2018-03-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2018-03-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2018-04-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2018-04-15,31,WITHDRAWAL,53600.0,63802.0,2.0,0
2018-04-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2018-05-06,31,WITHDRAWAL,48800.0,48800.0,1.0,0
2018-05-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2018-05-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2018-06-08,31,WITHDRAWAL,5100.0,5100.0,1.0,0
2018-06-12,31,WITHDRAWAL,10202.0,15302.0,2.0,0
2018-06-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2018-07-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2018-07-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2018-08-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2018-08-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2018-09-03,31,WITHDRAWAL,36400.0,36414.6,2.0,0
2018-09-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2018-09-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2018-10-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2018-10-31,31,WITHDRAWAL,14.6,14.6,1.0,0
2018-11-12,31,WITHDRAWAL,10202.0,10202.0,1.0,0
2018-11-30,31,WITHDRAWAL,14.6,14.6,1.0,0
2014-01-02,66,WITHDRAWAL,21300.0,21300.0,1.0,0
2014-02-01,66,WITHDRAWAL,35500.0,35500.0,1.0,0
2014-03-03,66,WITHDRAWAL,39100.0,39100.0,1.0,0
2014-04-02,66,WITHDRAWAL,39500.0,39500.0,1.0,0
2014-04-09,66,WITHDRAWAL,37800.0,37800.0,1.0,0
2014-04-30,66,WITHDRAWAL,100.0,100.0,1.0,0
2014-05-02,66,WITHDRAWAL,24400.0,24500.0,2.0,0
2014-05-31,66,WITHDRAWAL,100.0,100.0,1.0,0
2014-06-01,66,WITHDRAWAL,36700.0,36800.0,2.0,0
2014-06-09,66,WITHDRAWAL,60600.0,60600.0,1.0,0
2014-06-10,66,WITHDRAWAL,16200.0,76800.0,2.0,0
2014-06-30,66,WITHDRAWAL,100.0,100.0,1.0,0
